Date,Actual,Forecast
2015-08-26,15.9,
2015-08-26,16.2,
2015-08-26,16.4,
2015-08-27,16.6,
2015-08-27,16.5,
2015-08-27,16.5,
2015-08-27,16.6,
2015-08-28,17.2,
2015-08-28,17.5,
2015-08-28,17.6,
2015-08-30,11.6,
2015-08-30,12.2,
2015-08-30,13.1,
2015-08-30,14.0,
2015-08-31,14.6,
2015-08-31,15.3,
2015-08-31,16.1,
2015-08-31,16.8,
2015-09-01,17.4,
2015-09-01,17.8,
2015-09-01,18.2,
2015-09-01,18.7,
2015-09-02,19.1,
2015-09-02,19.3,
2015-09-02,19.6,
2015-09-02,20.0,
2015-09-03,20.4,
2015-09-03,20.7,
2015-09-03,21.3,
2015-09-03,21.8,
2015-09-04,21.9,
2015-09-04,22.0,
2015-09-04,22.2,
2015-09-04,22.4,
2015-09-05,22.7,
2015-09-05,23.0,
2015-09-05,23.3,
2015-09-05,23.5,
2015-09-06,23.8,
2015-09-06,24.5,
2015-09-06,25.3,
2015-09-05,12.0,
